,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,DATE_TIME_CST,LATITUDE,LONGITUDE,WEATHER_ID,WEATHER_DESCRIPTION,WEATHER_ICON,TEMPERATURE,HUMIDITY_PERCENT,VISIBILITY_METERS,WIND_SPEED_MPH,DANGER_LEVELS,icon_data
113,113,113,113,04-24-2022 19:39:19,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
114,114,114,114,04-24-2022 19:39:20,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
115,115,115,115,04-24-2022 19:39:22,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
116,116,116,116,04-24-2022 19:39:23,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
117,117,117,117,04-24-2022 19:39:24,32.935,-96.715,201,thunderstorm with rain,11d,66.7,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
118,118,118,118,04-24-2022 19:39:25,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
119,119,119,119,04-24-2022 19:39:27,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
120,120,120,120,04-24-2022 19:39:28,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
121,121,121,121,04-24-2022 19:39:29,32.935,-96.715,201,thunderstorm with rain,11d,66.7,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
122,122,122,122,04-24-2022 19:39:30,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
123,123,123,123,04-24-2022 19:39:31,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
124,124,124,124,04-24-2022 19:39:33,32.9354,-96.682,201,thunderstorm with rain,11d,66.9,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
125,125,125,125,04-24-2022 19:39:34,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
126,126,126,126,04-24-2022 19:39:35,32.9381,-96.733,201,thunderstorm with rain,11d,66.7,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
127,127,127,127,04-24-2022 19:39:37,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
128,128,128,128,04-24-2022 19:39:38,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
129,129,129,129,04-24-2022 19:39:39,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
130,130,130,130,04-24-2022 19:39:40,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
131,131,131,131,04-24-2022 19:39:42,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
132,132,132,132,04-24-2022 19:39:43,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
133,133,133,133,04-24-2022 19:39:44,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
134,134,134,134,04-24-2022 19:39:45,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
135,135,135,135,04-24-2022 19:39:46,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
136,136,136,136,04-24-2022 19:39:48,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
137,137,137,137,04-24-2022 19:39:49,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
138,138,138,138,04-24-2022 19:39:50,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
139,139,139,139,04-24-2022 19:39:51,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
140,140,140,140,04-24-2022 19:39:53,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
141,141,141,141,04-24-2022 19:39:54,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
142,142,142,142,04-24-2022 19:39:55,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
143,143,143,143,04-24-2022 19:39:57,32.9397,-96.764,201,thunderstorm with rain,11d,66.56,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
144,144,144,144,04-24-2022 19:39:58,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
145,145,145,145,04-24-2022 19:39:59,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
146,146,146,146,04-24-2022 19:40:00,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
147,147,147,147,04-24-2022 19:40:01,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
148,148,148,148,04-24-2022 19:40:03,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
149,149,149,149,04-24-2022 19:40:04,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
150,150,150,150,04-24-2022 19:40:05,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
151,151,151,151,04-24-2022 19:40:06,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
152,152,152,152,04-24-2022 19:40:08,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
153,153,153,153,04-24-2022 19:40:09,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
154,154,154,154,04-24-2022 19:40:10,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
155,155,155,155,04-24-2022 19:40:11,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
156,156,156,156,04-24-2022 19:40:13,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
157,157,157,157,04-24-2022 19:40:14,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
158,158,158,158,04-24-2022 19:40:15,32.935,-96.715,201,thunderstorm with rain,11d,66.7,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
159,159,159,159,04-24-2022 19:40:16,32.935,-96.715,201,thunderstorm with rain,11d,66.7,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
160,160,160,160,04-24-2022 19:40:17,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
161,161,161,161,04-24-2022 19:40:19,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
162,162,162,162,04-24-2022 19:40:20,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
163,163,163,163,04-24-2022 19:40:21,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
164,164,164,164,04-24-2022 19:40:22,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
165,165,165,165,04-24-2022 19:40:24,32.9397,-96.764,201,thunderstorm with rain,11d,66.56,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
166,166,166,166,04-24-2022 19:40:25,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
167,167,167,167,04-24-2022 19:40:26,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
168,168,168,168,04-24-2022 19:40:27,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
169,169,169,169,04-24-2022 19:40:29,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
170,170,170,170,04-24-2022 19:40:30,32.935,-96.715,201,thunderstorm with rain,11d,66.7,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
171,171,171,171,04-24-2022 19:40:32,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
172,172,172,172,04-24-2022 19:40:33,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
173,173,173,173,04-24-2022 19:40:35,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
174,174,174,174,04-24-2022 19:40:36,32.9397,-96.764,201,thunderstorm with rain,11d,66.56,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
175,175,175,175,04-24-2022 19:40:37,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
176,176,176,176,04-24-2022 19:40:38,32.935,-96.715,201,thunderstorm with rain,11d,66.7,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
177,177,177,177,04-24-2022 19:40:40,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
178,178,178,178,04-24-2022 19:40:41,32.9354,-96.682,201,thunderstorm with rain,11d,66.9,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
179,179,179,179,04-24-2022 19:40:42,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
180,180,180,180,04-24-2022 19:40:43,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
181,181,181,181,04-24-2022 19:40:45,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
182,182,182,182,04-24-2022 19:40:46,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
183,183,183,183,04-24-2022 19:40:47,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
184,184,184,184,04-24-2022 19:40:48,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
185,185,185,185,04-24-2022 19:40:49,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
186,186,186,186,04-24-2022 19:40:51,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
187,187,187,187,04-24-2022 19:40:52,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
188,188,188,188,04-24-2022 19:40:53,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
189,189,189,189,04-24-2022 19:40:54,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
190,190,190,190,04-24-2022 19:40:56,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
191,191,191,191,04-24-2022 19:40:57,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
192,192,192,192,04-24-2022 19:40:58,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
193,193,193,193,04-24-2022 19:40:59,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
194,194,194,194,04-24-2022 19:41:00,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
195,195,195,195,04-24-2022 19:41:02,32.9381,-96.733,201,thunderstorm with rain,11d,66.7,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
196,196,196,196,04-24-2022 19:41:03,32.9351,-96.748,201,thunderstorm with rain,11d,66.65,86,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
197,197,197,197,04-24-2022 19:41:04,32.9363,-96.742,201,thunderstorm with rain,11d,66.67,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
198,198,198,198,04-24-2022 19:41:07,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
199,199,199,199,04-24-2022 19:41:08,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
200,200,200,200,04-24-2022 19:41:09,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
201,201,201,201,04-24-2022 19:41:11,32.9453,-96.725,501,moderate rain,10d,66.42,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
202,202,202,202,04-24-2022 19:41:14,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
203,203,203,203,04-24-2022 19:41:15,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
204,204,204,204,04-24-2022 19:41:17,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
205,205,205,205,04-24-2022 19:41:20,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
206,206,206,206,04-24-2022 19:41:21,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
207,207,207,207,04-24-2022 19:41:22,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
208,208,208,208,04-24-2022 19:41:24,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
209,209,209,209,04-24-2022 19:41:25,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
210,210,210,210,04-24-2022 19:41:27,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
211,211,211,211,04-24-2022 19:41:29,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
212,212,212,212,04-24-2022 19:41:30,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
213,213,213,213,04-24-2022 19:41:31,32.9453,-96.725,501,moderate rain,10d,66.42,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
214,214,214,214,04-24-2022 19:41:33,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
215,215,215,215,04-24-2022 19:41:34,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
216,216,216,216,04-24-2022 19:41:35,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
217,217,217,217,04-24-2022 19:41:36,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
218,218,218,218,04-24-2022 19:41:37,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
219,219,219,219,04-24-2022 19:41:39,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
220,220,220,220,04-24-2022 19:41:40,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
221,221,221,221,04-24-2022 19:41:41,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
222,222,222,222,04-24-2022 19:41:42,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
223,223,223,223,04-24-2022 19:41:44,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
224,224,224,224,04-24-2022 19:41:45,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
225,225,225,225,04-24-2022 19:41:46,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
226,226,226,226,04-24-2022 19:41:47,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
227,227,227,227,04-24-2022 19:41:49,32.9453,-96.725,501,moderate rain,10d,66.42,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
